CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
1847,1847/2025,FIR/1847/2025,2025-09-19,12,6,1,2,5,10,1,6,2025-09-19 02:00:00,2025-09-19 02:30:00,2025-09-19 03:15:00,17.700758,77.339662,"Incident of Theft reported in Bidar district at coordinates (17.7008, 77.3397)."
1848,1848/2025,FIR/1848/2025,2025-06-24,11,6,1,2,5,9,1,6,2025-06-24 18:00:00,2025-06-24 18:30:00,2025-06-24 19:15:00,17.68957,77.340092,"Incident of Theft reported in Bidar district at coordinates (17.6896, 77.3401)."
1849,1849/2025,FIR/1849/2025,2025-05-27,12,6,1,2,5,10,2,6,2025-05-27 18:00:00,2025-05-27 18:30:00,2025-05-27 19:15:00,17.882992,77.192843,"Incident of Theft reported in Bidar district at coordinates (17.8830, 77.1928)."
1850,1850/2025,FIR/1850/2025,2025-11-20,11,6,1,2,5,9,3,6,2025-11-20 03:00:00,2025-11-20 03:30:00,2025-11-20 04:15:00,17.901103,77.004011,"Incident of Theft reported in Bidar district at coordinates (17.9011, 77.0040)."
1851,1851/2025,FIR/1851/2025,2025-10-26,12,6,1,1,4,8,1,6,2025-10-26 05:00:00,2025-10-26 05:30:00,2025-10-26 06:15:00,17.889091,76.975312,"Incident of Robbery reported in Bidar district at coordinates (17.8891, 76.9753)."
1852,1852/2025,FIR/1852/2025,2025-12-26,11,6,1,1,4,7,2,6,2025-12-26 01:00:00,2025-12-26 01:30:00,2025-12-26 02:15:00,17.708977,77.346064,"Incident of Robbery reported in Bidar district at coordinates (17.7090, 77.3461)."
1853,1853/2025,FIR/1853/2025,2025-04-15,12,6,1,1,4,8,1,6,2025-04-15 13:00:00,2025-04-15 13:30:00,2025-04-15 14:15:00,17.70426,76.950247,"Incident of Robbery reported in Bidar district at coordinates (17.7043, 76.9502)."
1854,1854/2025,FIR/1854/2025,2025-01-28,11,6,1,1,4,7,3,6,2025-01-28 11:00:00,2025-01-28 11:30:00,2025-01-28 12:15:00,17.896045,77.003124,"Incident of Robbery reported in Bidar district at coordinates (17.8960, 77.0031)."
1855,1855/2025,FIR/1855/2025,2025-09-22,12,6,1,1,4,8,3,6,2025-09-22 17:00:00,2025-09-22 17:30:00,2025-09-22 18:15:00,17.69963,76.960029,"Incident of Robbery reported in Bidar district at coordinates (17.6996, 76.9600)."
1856,1856/2025,FIR/1856/2025,2025-07-08,11,6,1,1,4,7,1,6,2025-07-08 06:00:00,2025-07-08 06:30:00,2025-07-08 07:15:00,18.272391,77.177922,"Incident of Robbery reported in Bidar district at coordinates (18.2724, 77.1779)."
1857,1857/2025,FIR/1857/2025,2025-07-23,12,6,1,1,4,8,3,6,2025-07-23 08:00:00,2025-07-23 08:30:00,2025-07-23 09:15:00,17.974468,77.285084,"Incident of Robbery reported in Bidar district at coordinates (17.9745, 77.2851)."
1858,1858/2025,FIR/1858/2025,2025-08-11,11,6,1,1,4,7,3,6,2025-08-11 08:00:00,2025-08-11 08:30:00,2025-08-11 09:15:00,18.000439,77.366158,"Incident of Robbery reported in Bidar district at coordinates (18.0004, 77.3662)."
1859,1859/2025,FIR/1859/2025,2025-06-17,12,6,1,1,4,8,3,6,2025-06-17 23:00:00,2025-06-17 23:30:00,2025-06-17 23:15:00,17.894536,77.001146,"Incident of Robbery reported in Bidar district at coordinates (17.8945, 77.0011)."
1860,1860/2025,FIR/1860/2025,2025-11-11,11,6,1,2,3,5,2,6,2025-11-11 18:00:00,2025-11-11 18:30:00,2025-11-11 19:15:00,17.895921,76.998185,"Incident of Chain Snatching reported in Bidar district at coordinates (17.8959, 76.9982)."
1861,1861/2025,FIR/1861/2025,2025-12-20,12,6,1,2,3,6,2,6,2025-12-20 07:00:00,2025-12-20 07:30:00,2025-12-20 08:15:00,17.887524,76.988963,"Incident of Chain Snatching reported in Bidar district at coordinates (17.8875, 76.9890)."
1862,1862/2025,FIR/1862/2025,2025-10-05,11,6,1,2,3,5,3,6,2025-10-05 07:00:00,2025-10-05 07:30:00,2025-10-05 08:15:00,18.147984,76.927629,"Incident of Chain Snatching reported in Bidar district at coordinates (18.1480, 76.9276)."
1863,1863/2025,FIR/1863/2025,2025-12-08,12,6,1,2,3,6,2,6,2025-12-08 19:00:00,2025-12-08 19:30:00,2025-12-08 20:15:00,18.000865,77.283128,"Incident of Chain Snatching reported in Bidar district at coordinates (18.0009, 77.2831)."
1864,1864/2025,FIR/1864/2025,2025-03-23,11,6,1,2,2,3,3,6,2025-03-23 22:00:00,2025-03-23 22:30:00,2025-03-23 23:15:00,17.695514,76.945034,"Incident of Burglary reported in Bidar district at coordinates (17.6955, 76.9450)."
1865,1865/2025,FIR/1865/2025,2025-07-20,12,6,1,2,2,4,3,6,2025-07-20 15:00:00,2025-07-20 15:30:00,2025-07-20 16:15:00,18.262182,77.522037,"Incident of Burglary reported in Bidar district at coordinates (18.2622, 77.5220)."
1866,1866/2025,FIR/1866/2025,2025-01-07,11,6,1,2,2,3,3,6,2025-01-07 07:00:00,2025-01-07 07:30:00,2025-01-07 08:15:00,17.687971,77.352618,"Incident of Burglary reported in Bidar district at coordinates (17.6880, 77.3526)."
1867,1867/2025,FIR/1867/2025,2025-04-19,12,6,1,2,2,4,3,6,2025-04-19 16:00:00,2025-04-19 16:30:00,2025-04-19 17:15:00,18.272997,77.189282,"Incident of Burglary reported in Bidar district at coordinates (18.2730, 77.1893)."
1868,1868/2025,FIR/1868/2025,2025-01-25,11,6,1,2,2,3,1,6,2025-01-25 03:00:00,2025-01-25 03:30:00,2025-01-25 04:15:00,17.993508,77.303484,"Incident of Burglary reported in Bidar district at coordinates (17.9935, 77.3035)."
1869,1869/2025,FIR/1869/2025,2025-06-28,12,6,1,2,2,4,2,6,2025-06-28 12:00:00,2025-06-28 12:30:00,2025-06-28 13:15:00,18.270125,77.175568,"Incident of Burglary reported in Bidar district at coordinates (18.2701, 77.1756)."
1870,1870/2025,FIR/1870/2025,2025-09-15,11,6,1,2,2,3,3,6,2025-09-15 21:00:00,2025-09-15 21:30:00,2025-09-15 22:15:00,17.880748,76.988017,"Incident of Burglary reported in Bidar district at coordinates (17.8807, 76.9880)."
1871,1871/2025,FIR/1871/2025,2025-04-15,12,6,1,2,2,4,1,6,2025-04-15 10:00:00,2025-04-15 10:30:00,2025-04-15 11:15:00,18.264869,77.185714,"Incident of Burglary reported in Bidar district at coordinates (18.2649, 77.1857)."
1872,1872/2025,FIR/1872/2025,2025-05-07,11,6,1,2,2,3,3,6,2025-05-07 03:00:00,2025-05-07 03:30:00,2025-05-07 04:15:00,17.904113,77.201116,"Incident of Burglary reported in Bidar district at coordinates (17.9041, 77.2011)."
1873,1873/2025,FIR/1873/2025,2025-10-28,12,6,1,2,2,4,2,6,2025-10-28 22:00:00,2025-10-28 22:30:00,2025-10-28 23:15:00,17.886875,76.993873,"Incident of Burglary reported in Bidar district at coordinates (17.8869, 76.9939)."
1874,1874/2025,FIR/1874/2025,2025-07-12,11,6,1,2,2,3,2,6,2025-07-12 14:00:00,2025-07-12 14:30:00,2025-07-12 15:15:00,17.976587,77.287477,"Incident of Burglary reported in Bidar district at coordinates (17.9766, 77.2875)."
1875,1875/2025,FIR/1875/2025,2025-07-15,12,6,1,2,2,4,1,6,2025-07-15 21:00:00,2025-07-15 21:30:00,2025-07-15 22:15:00,17.701687,77.350354,"Incident of Burglary reported in Bidar district at coordinates (17.7017, 77.3504)."
1876,1876/2025,FIR/1876/2025,2025-04-24,11,6,1,2,2,3,3,6,2025-04-24 10:00:00,2025-04-24 10:30:00,2025-04-24 11:15:00,17.900654,77.004799,"Incident of Burglary reported in Bidar district at coordinates (17.9007, 77.0048)."
1877,1877/2025,FIR/1877/2025,2025-02-21,12,6,1,2,2,4,2,6,2025-02-21 13:00:00,2025-02-21 13:30:00,2025-02-21 14:15:00,17.900497,77.004617,"Incident of Burglary reported in Bidar district at coordinates (17.9005, 77.0046)."
1878,1878/2025,FIR/1878/2025,2025-11-29,11,6,1,2,2,3,2,6,2025-11-29 22:00:00,2025-11-29 22:30:00,2025-11-29 23:15:00,17.977051,77.286605,"Incident of Burglary reported in Bidar district at coordinates (17.9771, 77.2866)."
1879,1879/2025,FIR/1879/2025,2025-05-09,12,6,1,2,2,4,1,6,2025-05-09 17:00:00,2025-05-09 17:30:00,2025-05-09 18:15:00,17.703227,76.951599,"Incident of Burglary reported in Bidar district at coordinates (17.7032, 76.9516)."
1880,1880/2025,FIR/1880/2025,2025-11-03,11,6,1,2,2,3,2,6,2025-11-03 14:00:00,2025-11-03 14:30:00,2025-11-03 15:15:00,18.265019,77.194055,"Incident of Burglary reported in Bidar district at coordinates (18.2650, 77.1941)."
1881,1881/2025,FIR/1881/2025,2025-12-03,12,6,1,2,2,4,3,6,2025-12-03 16:00:00,2025-12-03 16:30:00,2025-12-03 17:15:00,18.123144,77.339679,"Incident of Burglary reported in Bidar district at coordinates (18.1231, 77.3397)."
1882,1882/2025,FIR/1882/2025,2025-04-02,11,6,1,1,1,1,2,6,2025-04-02 23:00:00,2025-04-02 23:30:00,2025-04-02 23:15:00,17.888394,77.205653,"Incident of Assault reported in Bidar district at coordinates (17.8884, 77.2057)."
1883,1883/2025,FIR/1883/2025,2025-04-23,12,6,1,1,1,2,1,6,2025-04-23 16:00:00,2025-04-23 16:30:00,2025-04-23 17:15:00,17.689321,77.328646,"Incident of Assault reported in Bidar district at coordinates (17.6893, 77.3286)."
1884,1884/2025,FIR/1884/2025,2025-08-31,11,6,1,1,1,1,3,6,2025-08-31 13:00:00,2025-08-31 13:30:00,2025-08-31 14:15:00,17.90544,76.9958,"Incident of Assault reported in Bidar district at coordinates (17.9054, 76.9958)."
1885,1885/2025,FIR/1885/2025,2025-12-17,12,6,1,1,1,2,1,6,2025-12-17 21:00:00,2025-12-17 21:30:00,2025-12-17 22:15:00,17.668027,76.869168,"Incident of Assault reported in Bidar district at coordinates (17.6680, 76.8692)."
1886,1886/2025,FIR/1886/2025,2025-07-04,11,6,1,1,1,1,3,6,2025-07-04 00:00:00,2025-07-04 00:30:00,2025-07-04 01:15:00,17.715199,77.330471,"Incident of Assault reported in Bidar district at coordinates (17.7152, 77.3305)."
1887,1887/2025,FIR/1887/2025,2025-05-31,12,6,1,1,1,2,2,6,2025-05-31 09:00:00,2025-05-31 09:30:00,2025-05-31 10:15:00,18.234727,77.33779,"Incident of Assault reported in Bidar district at coordinates (18.2347, 77.3378)."
1888,1888/2025,FIR/1888/2025,2025-01-30,11,6,1,1,1,1,1,6,2025-01-30 22:00:00,2025-01-30 22:30:00,2025-01-30 23:15:00,17.699931,76.969068,"Incident of Assault reported in Bidar district at coordinates (17.6999, 76.9691)."
1889,1889/2025,FIR/1889/2025,2025-05-10,12,6,1,1,1,2,2,6,2025-05-10 02:00:00,2025-05-10 02:30:00,2025-05-10 03:15:00,17.690924,77.332394,"Incident of Assault reported in Bidar district at coordinates (17.6909, 77.3324)."
1890,1890/2025,FIR/1890/2025,2025-07-21,11,6,1,1,1,1,3,6,2025-07-21 06:00:00,2025-07-21 06:30:00,2025-07-21 07:15:00,17.687176,76.961619,"Incident of Assault reported in Bidar district at coordinates (17.6872, 76.9616)."
1891,1891/2025,FIR/1891/2025,2025-04-11,12,6,1,1,1,2,3,6,2025-04-11 08:00:00,2025-04-11 08:30:00,2025-04-11 09:15:00,17.744068,77.065723,"Incident of Assault reported in Bidar district at coordinates (17.7441, 77.0657)."
1892,1892/2025,FIR/1892/2025,2025-04-24,11,6,1,1,1,1,2,6,2025-04-24 17:00:00,2025-04-24 17:30:00,2025-04-24 18:15:00,17.894173,77.20197,"Incident of Assault reported in Bidar district at coordinates (17.8942, 77.2020)."
1893,1893/2025,FIR/1893/2025,2025-09-11,12,6,1,1,1,2,3,6,2025-09-11 20:00:00,2025-09-11 20:30:00,2025-09-11 21:15:00,18.13804,77.39286,"Incident of Assault reported in Bidar district at coordinates (18.1380, 77.3929)."
1894,1894/2025,FIR/1894/2025,2025-07-04,11,6,1,1,1,1,2,6,2025-07-04 08:00:00,2025-07-04 08:30:00,2025-07-04 09:15:00,17.89885,77.001226,"Incident of Assault reported in Bidar district at coordinates (17.8988, 77.0012)."
1895,1895/2025,FIR/1895/2025,2025-08-04,12,6,1,1,1,2,2,6,2025-08-04 05:00:00,2025-08-04 05:30:00,2025-08-04 06:15:00,17.792996,77.059168,"Incident of Assault reported in Bidar district at coordinates (17.7930, 77.0592)."
1896,1896/2025,FIR/1896/2025,2025-06-28,11,6,1,1,1,1,1,6,2025-06-28 15:00:00,2025-06-28 15:30:00,2025-06-28 16:15:00,17.68285,77.336438,"Incident of Assault reported in Bidar district at coordinates (17.6828, 77.3364)."
1897,1897/2025,FIR/1897/2025,2025-01-15,12,6,1,1,1,2,1,6,2025-01-15 22:00:00,2025-01-15 22:30:00,2025-01-15 23:15:00,18.278405,77.176531,"Incident of Assault reported in Bidar district at coordinates (18.2784, 77.1765)."
1898,1898/2025,FIR/1898/2025,2025-11-17,11,6,1,1,1,1,1,6,2025-11-17 06:00:00,2025-11-17 06:30:00,2025-11-17 07:15:00,17.892224,77.195332,"Incident of Assault reported in Bidar district at coordinates (17.8922, 77.1953)."
1899,1899/2025,FIR/1899/2025,2025-08-09,12,6,1,1,1,2,3,6,2025-08-09 08:00:00,2025-08-09 08:30:00,2025-08-09 09:15:00,17.696923,77.340684,"Incident of Assault reported in Bidar district at coordinates (17.6969, 77.3407)."
1900,1900/2025,FIR/1900/2025,2025-03-16,11,6,1,1,1,1,2,6,2025-03-16 03:00:00,2025-03-16 03:30:00,2025-03-16 04:15:00,17.990402,77.283663,"Incident of Assault reported in Bidar district at coordinates (17.9904, 77.2837)."
1901,1901/2025,FIR/1901/2025,2025-01-16,12,6,1,1,1,2,2,6,2025-01-16 11:00:00,2025-01-16 11:30:00,2025-01-16 12:15:00,17.901431,76.990274,"Incident of Assault reported in Bidar district at coordinates (17.9014, 76.9903)."
1902,1902/2025,FIR/1902/2025,2025-06-26,11,6,1,1,1,1,1,6,2025-06-26 09:00:00,2025-06-26 09:30:00,2025-06-26 10:15:00,17.694491,77.348237,"Incident of Assault reported in Bidar district at coordinates (17.6945, 77.3482)."
1903,1903/2025,FIR/1903/2025,2025-06-06,12,6,1,1,1,2,3,6,2025-06-06 21:00:00,2025-06-06 21:30:00,2025-06-06 22:15:00,17.895941,77.192531,"Incident of Assault reported in Bidar district at coordinates (17.8959, 77.1925)."
1904,1904/2025,FIR/1904/2025,2025-08-01,11,6,1,1,1,1,2,6,2025-08-01 11:00:00,2025-08-01 11:30:00,2025-08-01 12:15:00,17.70318,76.958786,"Incident of Assault reported in Bidar district at coordinates (17.7032, 76.9588)."
1905,1905/2025,FIR/1905/2025,2025-01-03,12,6,1,1,1,2,2,6,2025-01-03 20:00:00,2025-01-03 20:30:00,2025-01-03 21:15:00,17.897567,77.208928,"Incident of Assault reported in Bidar district at coordinates (17.8976, 77.2089)."
1906,1906/2025,FIR/1906/2025,2025-06-29,11,6,1,1,1,1,3,6,2025-06-29 23:00:00,2025-06-29 23:30:00,2025-06-29 23:15:00,18.276384,77.184375,"Incident of Assault reported in Bidar district at coordinates (18.2764, 77.1844)."
1907,1907/2025,FIR/1907/2025,2025-06-16,12,6,1,1,1,2,2,6,2025-06-16 09:00:00,2025-06-16 09:30:00,2025-06-16 10:15:00,17.995824,77.290611,"Incident of Assault reported in Bidar district at coordinates (17.9958, 77.2906)."
1908,1908/2025,FIR/1908/2025,2025-05-19,11,6,1,1,1,1,3,6,2025-05-19 15:00:00,2025-05-19 15:30:00,2025-05-19 16:15:00,17.690372,76.976357,"Incident of Assault reported in Bidar district at coordinates (17.6904, 76.9764)."
1909,1909/2025,FIR/1909/2025,2025-04-05,12,6,1,1,1,2,3,6,2025-04-05 20:00:00,2025-04-05 20:30:00,2025-04-05 21:15:00,17.678141,76.966355,"Incident of Assault reported in Bidar district at coordinates (17.6781, 76.9664)."
1910,1910/2025,FIR/1910/2025,2025-02-13,13,7,1,2,5,9,1,7,2025-02-13 12:00:00,2025-02-13 12:30:00,2025-02-13 13:15:00,16.76857,75.690253,"Incident of Theft reported in Bijapur district at coordinates (16.7686, 75.6903)."
1911,1911/2025,FIR/1911/2025,2025-08-01,14,7,1,2,5,10,1,7,2025-08-01 23:00:00,2025-08-01 23:30:00,2025-08-01 23:15:00,17.16142,75.847651,"Incident of Theft reported in Bijapur district at coordinates (17.1614, 75.8477)."
1912,1912/2025,FIR/1912/2025,2025-03-18,13,7,1,2,5,9,1,7,2025-03-18 15:00:00,2025-03-18 15:30:00,2025-03-18 16:15:00,16.90261,75.595687,"Incident of Theft reported in Bijapur district at coordinates (16.9026, 75.5957)."
1913,1913/2025,FIR/1913/2025,2025-08-18,14,7,1,2,5,10,2,7,2025-08-18 12:00:00,2025-08-18 12:30:00,2025-08-18 13:15:00,16.977308,76.184629,"Incident of Theft reported in Bijapur district at coordinates (16.9773, 76.1846)."
1914,1914/2025,FIR/1914/2025,2025-02-08,13,7,1,2,5,9,1,7,2025-02-08 03:00:00,2025-02-08 03:30:00,2025-02-08 04:15:00,17.164019,75.863257,"Incident of Theft reported in Bijapur district at coordinates (17.1640, 75.8633)."
1915,1915/2025,FIR/1915/2025,2025-05-23,14,7,1,2,5,10,2,7,2025-05-23 11:00:00,2025-05-23 11:30:00,2025-05-23 12:15:00,17.144168,76.042079,"Incident of Theft reported in Bijapur district at coordinates (17.1442, 76.0421)."
1916,1916/2025,FIR/1916/2025,2025-09-29,13,7,1,2,5,9,1,7,2025-09-29 09:00:00,2025-09-29 09:30:00,2025-09-29 10:15:00,17.134894,76.030128,"Incident of Theft reported in Bijapur district at coordinates (17.1349, 76.0301)."
1917,1917/2025,FIR/1917/2025,2025-05-23,14,7,1,2,5,10,2,7,2025-05-23 16:00:00,2025-05-23 16:30:00,2025-05-23 17:15:00,17.16491,75.862897,"Incident of Theft reported in Bijapur district at coordinates (17.1649, 75.8629)."
1918,1918/2025,FIR/1918/2025,2025-06-13,13,7,1,2,5,9,1,7,2025-06-13 02:00:00,2025-06-13 02:30:00,2025-06-13 03:15:00,16.899218,75.594278,"Incident of Theft reported in Bijapur district at coordinates (16.8992, 75.5943)."
1919,1919/2025,FIR/1919/2025,2025-10-20,14,7,1,2,5,10,2,7,2025-10-20 19:00:00,2025-10-20 19:30:00,2025-10-20 20:15:00,17.124111,76.021402,"Incident of Theft reported in Bijapur district at coordinates (17.1241, 76.0214)."
1920,1920/2025,FIR/1920/2025,2025-08-08,13,7,1,2,5,9,1,7,2025-08-08 09:00:00,2025-08-08 09:30:00,2025-08-08 10:15:00,17.127727,76.035726,"Incident of Theft reported in Bijapur district at coordinates (17.1277, 76.0357)."
1921,1921/2025,FIR/1921/2025,2025-10-01,14,7,1,2,5,10,2,7,2025-10-01 09:00:00,2025-10-01 09:30:00,2025-10-01 10:15:00,16.780141,75.690453,"Incident of Theft reported in Bijapur district at coordinates (16.7801, 75.6905)."
1922,1922/2025,FIR/1922/2025,2025-07-04,13,7,1,2,5,9,2,7,2025-07-04 05:00:00,2025-07-04 05:30:00,2025-07-04 06:15:00,17.16479,75.871922,"Incident of Theft reported in Bijapur district at coordinates (17.1648, 75.8719)."
1923,1923/2025,FIR/1923/2025,2025-10-03,14,7,1,2,5,10,1,7,2025-10-03 08:00:00,2025-10-03 08:30:00,2025-10-03 09:15:00,17.136254,76.041671,"Incident of Theft reported in Bijapur district at coordinates (17.1363, 76.0417)."
1924,1924/2025,FIR/1924/2025,2025-03-05,13,7,1,2,5,9,3,7,2025-03-05 20:00:00,2025-03-05 20:30:00,2025-03-05 21:15:00,16.722646,76.246755,"Incident of Theft reported in Bijapur district at coordinates (16.7226, 76.2468)."
1925,1925/2025,FIR/1925/2025,2025-05-18,14,7,1,2,5,10,3,7,2025-05-18 20:00:00,2025-05-18 20:30:00,2025-05-18 21:15:00,16.771346,75.685262,"Incident of Theft reported in Bijapur district at coordinates (16.7713, 75.6853)."
1926,1926/2025,FIR/1926/2025,2025-10-08,13,7,1,2,5,9,2,7,2025-10-08 19:00:00,2025-10-08 19:30:00,2025-10-08 20:15:00,16.553816,76.391183,"Incident of Theft reported in Bijapur district at coordinates (16.5538, 76.3912)."
1927,1927/2025,FIR/1927/2025,2025-07-15,14,7,1,2,5,10,3,7,2025-07-15 01:00:00,2025-07-15 01:30:00,2025-07-15 02:15:00,17.166832,75.865902,"Incident of Theft reported in Bijapur district at coordinates (17.1668, 75.8659)."
1928,1928/2025,FIR/1928/2025,2025-08-13,13,7,1,2,5,9,3,7,2025-08-13 03:00:00,2025-08-13 03:30:00,2025-08-13 04:15:00,17.157188,75.856475,"Incident of Theft reported in Bijapur district at coordinates (17.1572, 75.8565)."
1929,1929/2025,FIR/1929/2025,2025-03-11,14,7,1,2,5,10,1,7,2025-03-11 17:00:00,2025-03-11 17:30:00,2025-03-11 18:15:00,16.910174,75.594255,"Incident of Theft reported in Bijapur district at coordinates (16.9102, 75.5943)."
1930,1930/2025,FIR/1930/2025,2025-06-27,13,7,1,2,5,9,2,7,2025-06-27 02:00:00,2025-06-27 02:30:00,2025-06-27 03:15:00,16.774557,75.693206,"Incident of Theft reported in Bijapur district at coordinates (16.7746, 75.6932)."
1931,1931/2025,FIR/1931/2025,2025-08-19,14,7,1,2,5,10,3,7,2025-08-19 12:00:00,2025-08-19 12:30:00,2025-08-19 13:15:00,17.172333,75.847527,"Incident of Theft reported in Bijapur district at coordinates (17.1723, 75.8475)."
1932,1932/2025,FIR/1932/2025,2025-08-13,13,7,1,2,5,9,3,7,2025-08-13 14:00:00,2025-08-13 14:30:00,2025-08-13 15:15:00,17.155902,75.870434,"Incident of Theft reported in Bijapur district at coordinates (17.1559, 75.8704)."
1933,1933/2025,FIR/1933/2025,2025-03-02,14,7,1,2,5,10,2,7,2025-03-02 05:00:00,2025-03-02 05:30:00,2025-03-02 06:15:00,16.893578,75.58108,"Incident of Theft reported in Bijapur district at coordinates (16.8936, 75.5811)."
1934,1934/2025,FIR/1934/2025,2025-09-22,13,7,1,2,5,9,3,7,2025-09-22 07:00:00,2025-09-22 07:30:00,2025-09-22 08:15:00,16.759191,75.672858,"Incident of Theft reported in Bijapur district at coordinates (16.7592, 75.6729)."
1935,1935/2025,FIR/1935/2025,2025-06-21,14,7,1,2,5,10,2,7,2025-06-21 23:00:00,2025-06-21 23:30:00,2025-06-21 23:15:00,17.171055,75.854698,"Incident of Theft reported in Bijapur district at coordinates (17.1711, 75.8547)."
1936,1936/2025,FIR/1936/2025,2025-06-06,13,7,1,2,5,9,3,7,2025-06-06 10:00:00,2025-06-06 10:30:00,2025-06-06 11:15:00,16.779857,75.698628,"Incident of Theft reported in Bijapur district at coordinates (16.7799, 75.6986)."
1937,1937/2025,FIR/1937/2025,2025-06-05,14,7,1,2,5,10,2,7,2025-06-05 19:00:00,2025-06-05 19:30:00,2025-06-05 20:15:00,17.152794,76.031767,"Incident of Theft reported in Bijapur district at coordinates (17.1528, 76.0318)."
1938,1938/2025,FIR/1938/2025,2025-10-29,13,7,1,2,5,9,1,7,2025-10-29 12:00:00,2025-10-29 12:30:00,2025-10-29 13:15:00,16.913405,75.587771,"Incident of Theft reported in Bijapur district at coordinates (16.9134, 75.5878)."
1939,1939/2025,FIR/1939/2025,2025-07-12,14,7,1,2,5,10,2,7,2025-07-12 00:00:00,2025-07-12 00:30:00,2025-07-12 01:15:00,17.177262,75.860325,"Incident of Theft reported in Bijapur district at coordinates (17.1773, 75.8603)."
1940,1940/2025,FIR/1940/2025,2025-02-23,13,7,1,2,5,9,2,7,2025-02-23 09:00:00,2025-02-23 09:30:00,2025-02-23 10:15:00,16.771546,75.685539,"Incident of Theft reported in Bijapur district at coordinates (16.7715, 75.6855)."
1941,1941/2025,FIR/1941/2025,2025-08-27,14,7,1,2,5,10,3,7,2025-08-27 11:00:00,2025-08-27 11:30:00,2025-08-27 12:15:00,16.822012,76.247915,"Incident of Theft reported in Bijapur district at coordinates (16.8220, 76.2479)."
